1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 0 0 0 2 0 0 0 1 1 0 0 252 0 0 0 0 0 1 74 74 74 252 1 74 2 74 74 1 60 60 60 60 60 60 60 60 1 60 60 60 60 60 60 252 60 60 60 60 60 60 60 60 60 60 60 60 1 1
1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 74 74 74 74 1 63 2 74 74 1 60 60 1 60 1 1 1 60 1 60 1 60 1 1 60 1 1 1 60 1 60 1 1 60 1 60 1 60 1 1
1 1 0 0 0 0 0 1 1 0 1 1 1 2 1 1 1 74 74 1 1 1 43 42 1 77 1 74 1 1 1 1 1 60 1 60 1 60 2 60 1 60 60 60 60 1 60 60 60 1 60 60 60 60 1 60 60 60 1 1
1 1 2 1 2 1 0 0 0 2 0 0 0 0 0 0 1 74 74 1 74 74 74 89 90 91 1 74 74 74 1 60 60 60 1 60 1 60 1 2 1 60 1 1 2 1 60 1 1 1 60 1 1 60 1 2 1 1 1 1
1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 2 74 74 2 74 28 1 1 1 105 1 1 1 74 60 60 1 60 60 252 60 60 1 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 1 1
1 1 0 1 1 1 1 0 0 0 1 1 252 1 0 0 1 1 1 1 1 74 1 74 74 119 1 74 74 74 1 60 1 60 1 1 1 60 1 60 1 1 1 2 1 1 2 1 2 2 1 1 1 1 1 1 1 60 1 1
1 1 0 0 2 0 1 0 1 0 0 0 0 0 0 0 1 74 74 74 74 74 74 74 1 74 1 74 1 1 1 60 1 60 60 60 1 60 1 60 2 60 60 60 60 1 60 1 60 60 60 60 60 252 60 60 60 60 1 1
1 1 1 1 1 0 0 0 1 1 0 1 0 1 0 0 2 74 74 133 1 1 1 74 1 74 2 74 252 74 74 60 1 1 1 60 1 60 2 60 1 60 1 1 60 252 60 60 60 1 1 60 1 1 1 60 1 60 1 1
1 1 0 252 1 0 0 0 0 2 0 0 0 0 0 1 1 1 1 147 74 74 1 74 1 74 1 1 1 1 74 60 60 60 60 60 60 60 1 60 1 60 60 60 60 1 1 1 60 60 1 60 1 60 60 60 1 1 1 1
1 1 0 0 0 0 0 1 1 1 2 1 1 1 2 2 0 0 1 161 1 74 1 74 1 74 74 74 74 1 2 1 60 1 1 1 1 60 1 60 60 60 1 1 60 60 60 60 60 60 60 60 1 131 131 131 131 131 1 1
1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 1 175 1 74 74 74 74 74 74 1 252 60 60 1 60 60 60 60 1 60 1 1 1 60 1 60 60 1 60 1 60 1 1 60 60 131 1 1 1 131 1 1
