45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
45,45,76,76,76,76,76,76,76,76,76,45,76,76,76,76,76,76,76,45,45,76,76,45,76,76,45,76,76,76,76,76,76,76,76,45,76,76,76,45,76,76,76,76,76,45,76,76,76,76,45,76,76,76,45,76,76,76,45,45
45,45,76,45,45,45,76,45,45,45,76,45,76,45,45,45,76,45,76,45,76,76,76,76,76,76,45,76,45,45,45,45,45,76,76,76,76,76,76,76,76,76,45,76,76,45,76,45,45,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,76,76,45,76,76,76,45,76,76,76,76,76,45,76,76,76,76,45,45,45,76,45,60,60,76,76,76,45,76,45,60,76,76,45,45,76,76,45,76,45,45,76,76,45,76,45,45,45,76,76,45,76,76,45,45
45,45,45,45,45,76,45,45,76,76,76,76,76,76,76,45,45,45,76,76,76,76,76,45,76,76,46,45,45,46,45,76,76,76,45,45,76,76,76,45,76,76,45,76,76,76,76,74,76,76,46,76,76,76,76,76,76,76,45,45
45,45,45,76,76,76,46,76,76,76,45,76,76,76,76,76,76,76,76,76,76,45,76,45,76,74,45,74,74,76,76,76,45,76,76,76,76,45,76,76,76,76,46,76,76,76,45,45,76,45,45,76,76,45,76,76,45,45,45,45
45,45,45,76,45,45,45,76,76,45,45,45,45,76,76,45,76,76,45,45,45,45,76,76,76,45,45,46,45,45,45,46,45,45,45,76,76,45,76,45,45,45,45,76,45,76,60,76,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,76,45,45,76,76,76,45,76,76,76,45,76,76,76,45,76,76,76,45,76,76,76,76,76,46,76,76,76,45,76,76,76,76,76,45,76,76,76,76,45,76,45,76,45,76,45,45,45,76,76,45,76,76,45,45
45,45,46,45,45,76,45,76,76,76,76,76,76,76,45,45,76,76,76,45,76,45,45,45,76,76,45,76,76,76,76,45,76,76,76,45,45,45,76,76,76,76,45,45,45,76,45,61,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,76,76,76,45,45,76,45,45,76,76,76,76,45,76,45,76,76,76,76,76,76,45,46,76,76,76,45,76,45,76,76,76,76,76,45,76,76,45,76,76,76,76,60,76,45,45,76,76,45,76,76,45,45,45,45
45,45,76,76,45,45,76,76,76,45,76,76,76,76,76,45,45,45,76,76,76,76,76,76,45,76,45,76,76,45,45,45,76,45,45,76,76,76,45,45,45,76,76,76,76,76,45,76,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,45,76,76,45,76,45,76,45,45,45,76,76,76,76,76,45,45,45,76,45,45,76,76,76,76,76,76,76,76,45,76,76,45,76,76,76,76,76,76,76,45,76,45,45,45,76,45,45,45,76,76,45,76,76,45,45
45,45,45,76,45,76,45,45,76,76,76,76,45,76,76,45,76,76,76,76,76,76,76,45,76,76,76,76,45,45,76,45,45,45,76,76,76,76,76,45,45,45,76,45,45,76,76,76,76,76,46,76,76,76,76,76,76,76,45,45
